Время посещения,Время измерения,Вход со стороны Иорданской лестницы,Вход со стороны Церковной лестницы,Вход со стороны Шуваловского проезда,Входной билет в Главный Штаб
2025-05-08 14:00:00,2025-05-07 12:15:45,65,51,39,65
2025-05-08 14:30:00,2025-05-07 12:15:45,61,57,42,73
2025-05-08 15:00:00,2025-05-07 12:15:45,0,55,37,67
2025-05-08 15:30:00,2025-05-07 12:15:45,69,60,50,66
2025-05-08 16:00:00,2025-05-07 12:15:45,60,49,30,52
2025-05-08 11:00:00,2025-05-07 12:15:50,28,48,28,66
2025-05-08 11:30:00,2025-05-07 12:15:50,73,48,38,75
2025-05-08 12:00:00,2025-05-07 12:15:50,72,50,30,64
2025-05-08 12:30:00,2025-05-07 12:15:50,76,42,48,68
2025-05-08 13:00:00,2025-05-07 12:15:50,67,54,38,73
2025-05-08 13:30:00,2025-05-07 12:15:50,87,57,46,76
2025-05-08 14:00:00,2025-05-07 12:15:50,65,51,37,65
2025-05-08 14:30:00,2025-05-07 12:15:50,59,57,42,73
2025-05-08 15:00:00,2025-05-07 12:15:50,0,55,37,67
2025-05-08 15:30:00,2025-05-07 12:15:50,69,60,50,65
2025-05-08 16:00:00,2025-05-07 12:15:50,60,49,30,52
2025-05-08 11:00:00,2025-05-07 12:15:55,28,48,28,66
2025-05-08 11:30:00,2025-05-07 12:15:55,73,48,38,75
2025-05-08 12:00:00,2025-05-07 12:15:55,72,50,30,64
2025-05-08 12:30:00,2025-05-07 12:15:55,76,42,48,68
2025-05-08 13:00:00,2025-05-07 12:15:55,67,54,38,73
2025-05-08 13:30:00,2025-05-07 12:15:55,87,57,46,76
2025-05-08 14:00:00,2025-05-07 12:15:55,65,51,37,65
2025-05-08 14:30:00,2025-05-07 12:15:55,59,56,42,73
2025-05-08 15:00:00,2025-05-07 12:15:55,0,53,37,67
2025-05-08 15:30:00,2025-05-07 12:15:55,69,60,50,65
2025-05-08 16:00:00,2025-05-07 12:15:55,60,49,28,52
2025-05-08 11:00:00,2025-05-07 12:16:00,28,48,28,66
2025-05-08 11:30:00,2025-05-07 12:16:00,71,48,38,75
2025-05-08 12:00:00,2025-05-07 12:16:00,72,50,30,64
2025-05-08 12:30:00,2025-05-07 12:16:00,76,40,48,68
2025-05-08 13:00:00,2025-05-07 12:16:00,65,54,38,73
2025-05-08 13:30:00,2025-05-07 12:16:00,87,57,46,76
2025-05-08 14:00:00,2025-05-07 12:16:00,65,51,37,65
2025-05-08 14:30:00,2025-05-07 12:16:00,59,56,42,73
2025-05-08 15:00:00,2025-05-07 12:16:00,0,53,37,67
2025-05-08 15:30:00,2025-05-07 12:16:00,69,60,50,65
2025-05-08 16:00:00,2025-05-07 12:16:00,52,49,28,52
2025-05-08 11:00:00,2025-05-07 12:16:05,28,48,28,65
2025-05-08 11:30:00,2025-05-07 12:16:05,71,48,38,75
2025-05-08 12:00:00,2025-05-07 12:16:05,72,50,28,64
2025-05-08 12:30:00,2025-05-07 12:16:05,76,40,48,68
2025-05-08 13:00:00,2025-05-07 12:16:05,65,54,35,73
2025-05-08 13:30:00,2025-05-07 12:16:05,87,57,46,76
2025-05-08 14:00:00,2025-05-07 12:16:05,59,51,37,65
2025-05-08 14:30:00,2025-05-07 12:16:05,59,56,42,73
2025-05-08 15:00:00,2025-05-07 12:16:05,0,53,37,67
2025-05-08 15:30:00,2025-05-07 12:16:05,69,60,50,65
2025-05-08 16:00:00,2025-05-07 12:16:05,52,49,28,52
2025-05-08 11:00:00,2025-05-07 12:16:10,28,48,28,65
2025-05-08 11:30:00,2025-05-07 12:16:10,71,48,38,75
2025-05-08 12:00:00,2025-05-07 12:16:10,72,50,28,64
2025-05-08 12:30:00,2025-05-07 12:16:10,76,40,48,68
2025-05-08 13:00:00,2025-05-07 12:16:10,65,54,35,73
2025-05-08 13:30:00,2025-05-07 12:16:10,87,57,46,76
2025-05-08 14:00:00,2025-05-07 12:16:10,59,51,37,65
2025-05-08 14:30:00,2025-05-07 12:16:10,59,56,42,73
2025-05-08 15:00:00,2025-05-07 12:16:10,0,53,37,67
2025-05-08 15:30:00,2025-05-07 12:16:10,69,60,50,65
2025-05-08 16:00:00,2025-05-07 12:16:10,52,49,25,51
2025-05-08 11:00:00,2025-05-07 12:16:15,28,48,28,65
2025-05-08 11:30:00,2025-05-07 12:16:15,71,48,38,75
2025-05-08 12:00:00,2025-05-07 12:16:15,72,50,28,64
2025-05-08 12:30:00,2025-05-07 12:16:15,76,37,48,68
2025-05-08 13:00:00,2025-05-07 12:16:15,65,52,35,73
2025-05-08 13:30:00,2025-05-07 12:16:15,87,57,46,76
2025-05-08 14:00:00,2025-05-07 12:16:15,59,51,37,65
2025-05-08 14:30:00,2025-05-07 12:16:15,59,56,42,73
2025-05-08 15:00:00,2025-05-07 12:16:15,0,53,37,67
2025-05-08 15:30:00,2025-05-07 12:16:15,69,60,50,65
2025-05-08 16:00:00,2025-05-07 12:16:15,52,49,25,51
2025-05-08 11:00:00,2025-05-07 12:16:20,28,48,28,65
2025-05-08 11:30:00,2025-05-07 12:16:20,69,48,38,75
2025-05-08 12:00:00,2025-05-07 12:16:20,72,50,28,64
2025-05-08 12:30:00,2025-05-07 12:16:20,76,37,48,68
2025-05-08 13:00:00,2025-05-07 12:16:20,62,52,35,73
2025-05-08 13:30:00,2025-05-07 12:16:20,87,57,46,76
2025-05-08 14:00:00,2025-05-07 12:16:20,59,51,37,65
2025-05-08 14:30:00,2025-05-07 12:16:20,59,56,42,73
2025-05-08 15:00:00,2025-05-07 12:16:20,0,53,37,64
2025-05-08 15:30:00,2025-05-07 12:16:20,69,60,50,65
2025-05-08 16:00:00,2025-05-07 12:16:20,48,49,25,51
2025-05-08 11:00:00,2025-05-07 12:16:25,28,48,28,65
2025-05-08 11:30:00,2025-05-07 12:16:25,69,48,38,75
2025-05-08 12:00:00,2025-05-07 12:16:25,72,50,28,64
2025-05-08 12:30:00,2025-05-07 12:16:25,76,37,48,68
2025-05-08 13:00:00,2025-05-07 12:16:25,62,52,35,73
2025-05-08 13:30:00,2025-05-07 12:16:25,84,57,46,76
2025-05-08 14:00:00,2025-05-07 12:16:25,57,51,37,65
2025-05-08 14:30:00,2025-05-07 12:16:25,56,56,42,73
2025-05-08 15:00:00,2025-05-07 12:16:25,0,53,37,64
2025-05-08 15:30:00,2025-05-07 12:16:25,68,60,50,65
2025-05-08 16:00:00,2025-05-07 12:16:25,48,49,25,51
2025-05-08 11:00:00,2025-05-07 12:16:30,25,48,28,65
2025-05-08 11:30:00,2025-05-07 12:16:30,69,48,38,75
2025-05-08 12:00:00,2025-05-07 12:16:30,71,47,28,62
2025-05-08 12:30:00,2025-05-07 12:16:30,76,34,48,68
2025-05-08 13:00:00,2025-05-07 12:16:30,62,52,35,73
2025-05-08 13:30:00,2025-05-07 12:16:30,84,57,46,74
2025-05-08 14:00:00,2025-05-07 12:16:30,57,51,37,65
2025-05-08 14:30:00,2025-05-07 12:16:30,56,56,42,73
2025-05-08 15:00:00,2025-05-07 12:16:30,0,53,37,64
2025-05-08 15:30:00,2025-05-07 12:16:30,68,60,47,65
2025-05-08 16:00:00,2025-05-07 12:16:30,48,49,25,51
2025-05-08 11:00:00,2025-05-07 12:16:35,25,48,28,65
2025-05-08 11:30:00,2025-05-07 12:16:35,69,48,38,75
2025-05-08 12:00:00,2025-05-07 12:16:35,71,47,28,62
2025-05-08 12:30:00,2025-05-07 12:16:35,76,34,48,68
2025-05-08 13:00:00,2025-05-07 12:16:35,60,52,35,73
2025-05-08 13:30:00,2025-05-07 12:16:35,84,57,46,74
2025-05-08 14:00:00,2025-05-07 12:16:35,57,51,37,65
2025-05-08 14:30:00,2025-05-07 12:16:35,56,56,42,70
2025-05-08 15:00:00,2025-05-07 12:16:35,0,53,37,61
2025-05-08 15:30:00,2025-05-07 12:16:35,68,60,47,65
2025-05-08 16:00:00,2025-05-07 12:16:35,46,49,25,51
2025-05-08 11:00:00,2025-05-07 12:16:40,25,48,28,65
2025-05-08 11:30:00,2025-05-07 12:16:40,69,48,38,75
2025-05-08 12:00:00,2025-05-07 12:16:40,71,47,28,62
2025-05-08 12:30:00,2025-05-07 12:16:40,76,34,48,68
2025-05-08 13:00:00,2025-05-07 12:16:40,60,52,35,73
2025-05-08 13:30:00,2025-05-07 12:16:40,78,57,46,74
2025-05-08 14:00:00,2025-05-07 12:16:40,53,51,37,65
2025-05-08 14:30:00,2025-05-07 12:16:40,53,56,42,70
2025-05-08 15:00:00,2025-05-07 12:16:40,0,53,37,61
2025-05-08 15:30:00,2025-05-07 12:16:40,68,60,47,65
2025-05-08 16:00:00,2025-05-07 12:16:40,46,49,25,51
2025-05-08 11:00:00,2025-05-07 12:16:45,19,48,28,65
2025-05-08 11:30:00,2025-05-07 12:16:45,69,48,37,75
2025-05-08 12:00:00,2025-05-07 12:16:45,67,47,28,62
2025-05-08 12:30:00,2025-05-07 12:16:45,76,34,48,68
2025-05-08 13:00:00,2025-05-07 12:16:45,60,52,35,73
2025-05-08 13:30:00,2025-05-07 12:16:45,78,57,46,74
2025-05-08 14:00:00,2025-05-07 12:16:45,53,51,37,65
2025-05-08 14:30:00,2025-05-07 12:16:45,53,56,42,70
2025-05-08 15:00:00,2025-05-07 12:16:45,0,53,37,61
2025-05-08 15:30:00,2025-05-07 12:16:45,68,60,47,65
2025-05-08 16:00:00,2025-05-07 12:16:45,46,49,25,51
2025-05-08 11:00:00,2025-05-07 12:16:50,19,48,28,65
2025-05-08 11:30:00,2025-05-07 12:16:50,69,48,37,75
2025-05-08 12:00:00,2025-05-07 12:16:50,67,47,28,59
2025-05-08 12:30:00,2025-05-07 12:16:50,76,33,48,68
2025-05-08 13:00:00,2025-05-07 12:16:50,60,52,35,73
2025-05-08 13:30:00,2025-05-07 12:16:50,78,57,46,71
2025-05-08 14:00:00,2025-05-07 12:16:50,53,51,37,62
2025-05-08 14:30:00,2025-05-07 12:16:50,53,56,42,70
2025-05-08 15:00:00,2025-05-07 12:16:50,0,53,37,61
2025-05-08 15:30:00,2025-05-07 12:16:50,66,60,47,65
2025-05-08 16:00:00,2025-05-07 12:16:50,46,49,25,51
2025-05-08 11:00:00,2025-05-07 12:16:55,19,48,28,65
2025-05-08 11:30:00,2025-05-07 12:16:55,69,48,37,75
2025-05-08 12:00:00,2025-05-07 12:16:55,67,47,28,59
2025-05-08 12:30:00,2025-05-07 12:16:55,76,33,48,65
2025-05-08 13:00:00,2025-05-07 12:16:55,57,52,35,73
2025-05-08 13:30:00,2025-05-07 12:16:55,78,57,46,71
2025-05-08 14:00:00,2025-05-07 12:16:55,53,51,37,62
2025-05-08 14:30:00,2025-05-07 12:16:55,53,56,42,70
2025-05-08 15:00:00,2025-05-07 12:16:55,0,53,37,58
2025-05-08 15:30:00,2025-05-07 12:16:55,66,60,47,65
2025-05-08 16:00:00,2025-05-07 12:16:55,40,49,25,51
2025-05-08 11:00:00,2025-05-07 12:17:00,15,46,28,65
2025-05-08 11:30:00,2025-05-07 12:17:00,69,48,37,75
2025-05-08 12:00:00,2025-05-07 12:17:00,67,47,28,59
2025-05-08 12:30:00,2025-05-07 12:17:00,76,30,48,65
2025-05-08 13:00:00,2025-05-07 12:17:00,57,52,35,73
2025-05-08 13:30:00,2025-05-07 12:17:00,78,57,46,71
2025-05-08 14:00:00,2025-05-07 12:17:00,53,51,37,62
2025-05-08 14:30:00,2025-05-07 12:17:00,53,56,42,70
2025-05-08 15:00:00,2025-05-07 12:17:00,0,50,37,58
2025-05-08 15:30:00,2025-05-07 12:17:00,66,60,47,65
2025-05-08 16:00:00,2025-05-07 12:17:00,40,49,25,48
2025-05-08 11:00:00,2025-05-07 12:17:05,15,46,28,65
2025-05-08 11:30:00,2025-05-07 12:17:05,69,48,37,75
2025-05-08 12:00:00,2025-05-07 12:17:05,64,47,28,59
2025-05-08 12:30:00,2025-05-07 12:17:05,76,30,48,65
2025-05-08 13:00:00,2025-05-07 12:17:05,57,52,35,73
2025-05-08 13:30:00,2025-05-07 12:17:05,78,57,46,71
2025-05-08 14:00:00,2025-05-07 12:17:05,53,51,37,62
2025-05-08 14:30:00,2025-05-07 12:17:05,53,56,42,70
2025-05-08 15:00:00,2025-05-07 12:17:05,0,50,37,58
2025-05-08 15:30:00,2025-05-07 12:17:05,66,60,47,65
2025-05-08 16:00:00,2025-05-07 12:17:05,40,49,25,48
2025-05-08 11:00:00,2025-05-07 12:17:10,15,46,28,65
2025-05-08 11:30:00,2025-05-07 12:17:10,69,48,37,75
2025-05-08 12:00:00,2025-05-07 12:17:10,64,47,28,59
2025-05-08 12:30:00,2025-05-07 12:17:10,76,30,48,65
2025-05-08 13:00:00,2025-05-07 12:17:10,57,52,35,73
2025-05-08 13:30:00,2025-05-07 12:17:10,78,57,46,71
2025-05-08 14:00:00,2025-05-07 12:17:10,48,51,37,62
2025-05-08 14:30:00,2025-05-07 12:17:10,53,56,42,70
2025-05-08 15:00:00,2025-05-07 12:17:10,0,50,37,57
2025-05-08 15:30:00,2025-05-07 12:17:10,66,60,47,65
2025-05-08 16:00:00,2025-05-07 12:17:10,33,49,25,48
2025-05-08 11:00:00,2025-05-07 12:17:15,15,46,28,65
2025-05-08 11:30:00,2025-05-07 12:17:15,69,48,37,75
2025-05-08 12:00:00,2025-05-07 12:17:15,64,47,28,59
2025-05-08 12:30:00,2025-05-07 12:17:15,76,30,48,65
2025-05-08 13:00:00,2025-05-07 12:17:15,57,52,33,73
2025-05-08 13:30:00,2025-05-07 12:17:15,78,57,46,71
2025-05-08 14:00:00,2025-05-07 12:17:15,48,51,37,62
2025-05-08 14:30:00,2025-05-07 12:17:15,51,56,42,70
2025-05-08 15:00:00,2025-05-07 12:17:15,0,50,37,57
2025-05-08 15:30:00,2025-05-07 12:17:15,66,60,47,65
2025-05-08 16:00:00,2025-05-07 12:17:15,33,49,25,48
2025-05-08 11:00:00,2025-05-07 12:17:20,15,46,28,65
2025-05-08 11:30:00,2025-05-07 12:17:20,69,48,37,75
2025-05-08 12:00:00,2025-05-07 12:17:20,64,47,25,59
2025-05-08 12:30:00,2025-05-07 12:17:20,76,30,48,65
2025-05-08 13:00:00,2025-05-07 12:17:20,54,52,33,73
2025-05-08 13:30:00,2025-05-07 12:17:20,75,57,46,71
2025-05-08 14:00:00,2025-05-07 12:17:20,48,51,37,62
2025-05-08 14:30:00,2025-05-07 12:17:20,51,56,42,70
2025-05-08 15:00:00,2025-05-07 12:17:20,0,50,37,57
2025-05-08 15:30:00,2025-05-07 12:17:20,66,60,47,65
2025-05-08 16:00:00,2025-05-07 12:17:20,33,49,25,47
2025-05-08 11:00:00,2025-05-07 12:17:25,15,46,28,65
2025-05-08 11:30:00,2025-05-07 12:17:25,69,48,37,75
2025-05-08 12:00:00,2025-05-07 12:17:25,62,47,25,59
2025-05-08 12:30:00,2025-05-07 12:17:25,76,27,48,65
2025-05-08 13:00:00,2025-05-07 12:17:25,54,50,33,73
2025-05-08 13:30:00,2025-05-07 12:17:25,75,57,46,71
2025-05-08 14:00:00,2025-05-07 12:17:25,45,51,37,62
2025-05-08 14:30:00,2025-05-07 12:17:25,51,56,42,70
2025-05-08 15:00:00,2025-05-07 12:17:25,0,50,37,57
2025-05-08 15:30:00,2025-05-07 12:17:25,66,60,47,65
2025-05-08 16:00:00,2025-05-07 12:17:25,30,49,25,47
2025-05-08 11:00:00,2025-05-07 12:17:30,15,46,28,65
2025-05-08 11:30:00,2025-05-07 12:17:30,69,48,37,75
2025-05-08 12:00:00,2025-05-07 12:17:30,62,47,25,59
2025-05-08 12:30:00,2025-05-07 12:17:30,76,27,48,65
2025-05-08 13:00:00,2025-05-07 12:17:30,54,50,33,73
2025-05-08 13:30:00,2025-05-07 12:17:30,75,57,46,71
2025-05-08 14:00:00,2025-05-07 12:17:30,45,51,37,62
2025-05-08 14:30:00,2025-05-07 12:17:30,48,56,42,70
2025-05-08 15:00:00,2025-05-07 12:17:30,0,50,37,57
2025-05-08 15:30:00,2025-05-07 12:17:30,66,60,47,65
2025-05-08 16:00:00,2025-05-07 12:17:30,30,49,25,47
2025-05-08 11:00:00,2025-05-07 12:17:35,15,46,28,65
2025-05-08 11:30:00,2025-05-07 12:17:35,69,48,37,75
2025-05-08 12:00:00,2025-05-07 12:17:35,62,47,24,59
2025-05-08 12:30:00,2025-05-07 12:17:35,75,27,48,65
2025-05-08 13:00:00,2025-05-07 12:17:35,54,50,33,73
2025-05-08 13:30:00,2025-05-07 12:17:35,75,57,46,71
2025-05-08 14:00:00,2025-05-07 12:17:35,45,51,37,62
2025-05-08 14:30:00,2025-05-07 12:17:35,48,56,42,70
2025-05-08 15:00:00,2025-05-07 12:17:35,0,50,37,57
2025-05-08 15:30:00,2025-05-07 12:17:35,65,60,44,65
2025-05-08 16:00:00,2025-05-07 12:17:35,30,49,25,45
2025-05-08 11:00:00,2025-05-07 12:17:40,15,46,28,65
2025-05-08 11:30:00,2025-05-07 12:17:40,69,48,37,74
2025-05-08 12:00:00,2025-05-07 12:17:40,62,47,24,57
2025-05-08 12:30:00,2025-05-07 12:17:40,75,24,48,65
2025-05-08 13:00:00,2025-05-07 12:17:40,52,50,33,73
2025-05-08 13:30:00,2025-05-07 12:17:40,73,57,46,71
2025-05-08 14:00:00,2025-05-07 12:17:40,45,51,37,62
2025-05-08 14:30:00,2025-05-07 12:17:40,48,56,42,70
2025-05-08 15:00:00,2025-05-07 12:17:40,0,50,37,57
2025-05-08 15:30:00,2025-05-07 12:17:40,65,60,44,65
2025-05-08 16:00:00,2025-05-07 12:17:40,30,49,25,45
2025-05-08 11:00:00,2025-05-07 12:17:45,15,46,28,65
2025-05-08 11:30:00,2025-05-07 12:17:45,69,48,37,74
2025-05-08 12:00:00,2025-05-07 12:17:45,62,45,24,57
2025-05-08 12:30:00,2025-05-07 12:17:45,73,24,48,65
2025-05-08 13:00:00,2025-05-07 12:17:45,52,50,33,73
2025-05-08 13:30:00,2025-05-07 12:17:45,73,57,46,71
2025-05-08 14:00:00,2025-05-07 12:17:45,40,51,37,62
2025-05-08 14:30:00,2025-05-07 12:17:45,48,56,42,70
2025-05-08 15:00:00,2025-05-07 12:17:45,0,50,37,54
2025-05-08 15:30:00,2025-05-07 12:17:45,65,60,44,65
2025-05-08 16:00:00,2025-05-07 12:17:45,30,49,25,42
2025-05-08 11:00:00,2025-05-07 12:17:50,15,46,28,65
2025-05-08 11:30:00,2025-05-07 12:17:50,69,48,37,74
2025-05-08 12:00:00,2025-05-07 12:17:50,62,45,24,57
2025-05-08 12:30:00,2025-05-07 12:17:50,73,21,48,65
2025-05-08 13:00:00,2025-05-07 12:17:50,52,50,33,73
2025-05-08 13:30:00,2025-05-07 12:17:50,73,57,46,71
2025-05-08 14:00:00,2025-05-07 12:17:50,40,51,37,62
2025-05-08 14:30:00,2025-05-07 12:17:50,48,56,42,70
2025-05-08 15:00:00,2025-05-07 12:17:50,0,50,34,54
2025-05-08 15:30:00,2025-05-07 12:17:50,61,60,44,65
2025-05-08 16:00:00,2025-05-07 12:17:50,30,49,25,42
2025-05-08 11:00:00,2025-05-07 12:17:55,15,46,28,65
2025-05-08 11:30:00,2025-05-07 12:17:55,69,48,37,74
2025-05-08 12:00:00,2025-05-07 12:17:55,62,45,24,57
2025-05-08 12:30:00,2025-05-07 12:17:55,73,21,48,65
2025-05-08 13:00:00,2025-05-07 12:17:55,52,50,33,70
2025-05-08 13:30:00,2025-05-07 12:17:55,73,57,46,71
2025-05-08 14:00:00,2025-05-07 12:17:55,40,51,37,62
2025-05-08 14:30:00,2025-05-07 12:17:55,48,56,42,70
2025-05-08 15:00:00,2025-05-07 12:17:55,0,50,34,54
2025-05-08 15:30:00,2025-05-07 12:17:55,61,60,44,65
2025-05-08 16:00:00,2025-05-07 12:17:55,28,49,25,42
2025-05-08 11:00:00,2025-05-07 12:18:00,15,46,28,65
2025-05-08 11:30:00,2025-05-07 12:18:00,69,48,37,74
2025-05-08 12:00:00,2025-05-07 12:18:00,62,45,24,57
2025-05-08 12:30:00,2025-05-07 12:18:00,73,21,48,65
2025-05-08 13:00:00,2025-05-07 12:18:00,52,50,33,70
2025-05-08 13:30:00,2025-05-07 12:18:00,73,57,46,71
2025-05-08 14:00:00,2025-05-07 12:18:00,38,51,37,62
2025-05-08 14:30:00,2025-05-07 12:18:00,48,56,42,70
2025-05-08 15:00:00,2025-05-07 12:18:00,0,50,34,54
2025-05-08 15:30:00,2025-05-07 12:18:00,61,60,44,65
2025-05-08 16:00:00,2025-05-07 12:18:00,28,49,25,40
2025-05-08 11:00:00,2025-05-07 12:18:05,15,45,28,65
2025-05-08 11:30:00,2025-05-07 12:18:05,69,48,37,74
2025-05-08 12:00:00,2025-05-07 12:18:05,60,45,24,57
2025-05-08 12:30:00,2025-05-07 12:18:05,73,18,48,65
2025-05-08 13:00:00,2025-05-07 12:18:05,52,50,33,70
2025-05-08 13:30:00,2025-05-07 12:18:05,71,57,46,71
2025-05-08 14:00:00,2025-05-07 12:18:05,38,51,37,62
2025-05-08 14:30:00,2025-05-07 12:18:05,48,56,39,70
2025-05-08 15:00:00,2025-05-07 12:18:05,0,50,34,50
2025-05-08 15:30:00,2025-05-07 12:18:05,59,60,44,65
2025-05-08 16:00:00,2025-05-07 12:18:05,28,49,25,40
2025-05-08 11:00:00,2025-05-07 12:18:10,15,45,28,65
2025-05-08 11:30:00,2025-05-07 12:18:10,68,48,37,74
2025-05-08 12:00:00,2025-05-07 12:18:10,60,45,24,54
2025-05-08 12:30:00,2025-05-07 12:18:10,73,18,48,65
2025-05-08 13:00:00,2025-05-07 12:18:10,52,50,33,70
2025-05-08 13:30:00,2025-05-07 12:18:10,71,57,46,71
2025-05-08 14:00:00,2025-05-07 12:18:10,38,51,37,62
2025-05-08 14:30:00,2025-05-07 12:18:10,48,56,39,70
2025-05-08 15:00:00,2025-05-07 12:18:10,0,50,34,50
2025-05-08 15:30:00,2025-05-07 12:18:10,59,60,44,65
2025-05-08 16:00:00,2025-05-07 12:18:10,28,49,25,40
2025-05-08 11:00:00,2025-05-07 12:18:15,15,45,28,65
2025-05-08 11:30:00,2025-05-07 12:18:15,68,48,37,74
2025-05-08 12:00:00,2025-05-07 12:18:15,60,45,24,54
2025-05-08 12:30:00,2025-05-07 12:18:15,73,18,48,65
2025-05-08 13:00:00,2025-05-07 12:18:15,52,47,33,67
2025-05-08 13:30:00,2025-05-07 12:18:15,71,57,46,71
2025-05-08 14:00:00,2025-05-07 12:18:15,38,51,37,62
2025-05-08 14:30:00,2025-05-07 12:18:15,48,56,39,70
2025-05-08 15:00:00,2025-05-07 12:18:15,0,50,34,50
2025-05-08 15:30:00,2025-05-07 12:18:15,59,60,44,65
2025-05-08 16:00:00,2025-05-07 12:18:15,28,49,25,40
2025-05-08 11:00:00,2025-05-07 12:18:20,15,45,28,65
2025-05-08 11:30:00,2025-05-07 12:18:20,68,48,37,74
2025-05-08 12:00:00,2025-05-07 12:18:20,57,45,24,54
2025-05-08 12:30:00,2025-05-07 12:18:20,73,15,48,65
2025-05-08 13:00:00,2025-05-07 12:18:20,52,47,33,67
2025-05-08 13:30:00,2025-05-07 12:18:20,71,57,46,71
2025-05-08 14:00:00,2025-05-07 12:18:20,38,51,35,62
2025-05-08 14:30:00,2025-05-07 12:18:20,47,56,39,70
2025-05-08 15:00:00,2025-05-07 12:18:20,0,50,34,50
2025-05-08 15:30:00,2025-05-07 12:18:20,59,60,44,65
2025-05-08 16:00:00,2025-05-07 12:18:20,28,49,25,40
2025-05-08 11:00:00,2025-05-07 12:18:25,15,42,28,65
2025-05-08 11:30:00,2025-05-07 12:18:25,66,48,37,74
2025-05-08 12:00:00,2025-05-07 12:18:25,57,45,24,54
2025-05-08 12:30:00,2025-05-07 12:18:25,73,15,48,65
2025-05-08 13:00:00,2025-05-07 12:18:25,52,47,33,67
2025-05-08 13:30:00,2025-05-07 12:18:25,71,57,46,71
2025-05-08 14:00:00,2025-05-07 12:18:25,38,51,35,62
2025-05-08 14:30:00,2025-05-07 12:18:25,47,56,39,70
2025-05-08 15:00:00,2025-05-07 12:18:25,0,50,34,50
2025-05-08 15:30:00,2025-05-07 12:18:25,59,60,44,65
2025-05-08 16:00:00,2025-05-07 12:18:25,28,49,25,40
2025-05-08 11:00:00,2025-05-07 12:18:30,12,42,28,65
2025-05-08 11:30:00,2025-05-07 12:18:30,66,48,37,74
2025-05-08 12:00:00,2025-05-07 12:18:30,57,45,24,54
2025-05-08 12:30:00,2025-05-07 12:18:30,73,15,48,65
2025-05-08 13:00:00,2025-05-07 12:18:30,52,47,33,64
2025-05-08 13:30:00,2025-05-07 12:18:30,71,57,46,71
2025-05-08 14:00:00,2025-05-07 12:18:30,38,51,35,62
2025-05-08 14:30:00,2025-05-07 12:18:30,47,56,39,70
2025-05-08 15:00:00,2025-05-07 12:18:30,0,50,34,50
2025-05-08 15:30:00,2025-05-07 12:18:30,59,60,44,65
2025-05-08 16:00:00,2025-05-07 12:18:30,28,46,22,38
2025-05-08 11:00:00,2025-05-07 12:18:35,12,42,28,65
2025-05-08 11:30:00,2025-05-07 12:18:35,66,48,37,74
2025-05-08 12:00:00,2025-05-07 12:18:35,51,45,24,54
2025-05-08 12:30:00,2025-05-07 12:18:35,73,15,48,65
2025-05-08 13:00:00,2025-05-07 12:18:35,52,47,33,64
2025-05-08 13:30:00,2025-05-07 12:18:35,71,57,46,71
2025-05-08 14:00:00,2025-05-07 12:18:35,38,51,35,62
2025-05-08 14:30:00,2025-05-07 12:18:35,47,56,39,70
2025-05-08 15:00:00,2025-05-07 12:18:35,0,50,34,48
2025-05-08 15:30:00,2025-05-07 12:18:35,59,60,44,65
2025-05-08 16:00:00,2025-05-07 12:18:35,28,46,22,38
2025-05-08 11:00:00,2025-05-07 12:18:40,12,42,28,65
2025-05-08 11:30:00,2025-05-07 12:18:40,64,48,37,74
2025-05-08 12:00:00,2025-05-07 12:18:40,51,45,24,52
2025-05-08 12:30:00,2025-05-07 12:18:40,73,15,48,62
2025-05-08 13:00:00,2025-05-07 12:18:40,52,47,33,64
2025-05-08 13:30:00,2025-05-07 12:18:40,71,57,46,71
2025-05-08 14:00:00,2025-05-07 12:18:40,38,51,35,62
2025-05-08 14:30:00,2025-05-07 12:18:40,47,56,39,70
2025-05-08 15:00:00,2025-05-07 12:18:40,0,50,34,48
2025-05-08 15:30:00,2025-05-07 12:18:40,59,60,44,65
2025-05-08 16:00:00,2025-05-07 12:18:40,25,46,22,38
2025-05-08 11:00:00,2025-05-07 12:18:45,12,42,28,65
2025-05-08 11:30:00,2025-05-07 12:18:45,64,48,35,74
2025-05-08 12:00:00,2025-05-07 12:18:45,51,45,24,52
2025-05-08 12:30:00,2025-05-07 12:18:45,73,15,48,62
2025-05-08 13:00:00,2025-05-07 12:18:45,52,47,33,64
2025-05-08 13:30:00,2025-05-07 12:18:45,71,57,46,71
2025-05-08 14:00:00,2025-05-07 12:18:45,33,51,34,62
2025-05-08 14:30:00,2025-05-07 12:18:45,47,56,39,70
2025-05-08 15:00:00,2025-05-07 12:18:45,0,50,34,48
2025-05-08 15:30:00,2025-05-07 12:18:45,59,60,44,65
2025-05-08 16:00:00,2025-05-07 12:18:45,25,46,19,38
2025-05-08 11:00:00,2025-05-07 12:18:50,12,42,28,65
2025-05-08 11:30:00,2025-05-07 12:18:50,64,48,35,74
2025-05-08 12:00:00,2025-05-07 12:18:50,51,45,24,52
2025-05-08 12:30:00,2025-05-07 12:18:50,73,15,45,62
2025-05-08 13:00:00,2025-05-07 12:18:50,52,47,33,61
2025-05-08 13:30:00,2025-05-07 12:18:50,71,57,46,71
2025-05-08 14:00:00,2025-05-07 12:18:50,33,51,34,62
2025-05-08 14:30:00,2025-05-07 12:18:50,47,56,39,70
