Время посещения,Время измерения,Вход со стороны Иорданской лестницы,Вход со стороны Церковной лестницы,Вход со стороны Шуваловского проезда,Входной билет в Главный Штаб
2025-05-08 13:30:00,2025-05-07 12:29:45,0,50,38,58
2025-05-08 14:00:00,2025-05-07 12:29:45,0,40,14,42
2025-05-08 14:30:00,2025-05-07 12:29:45,0,40,28,56
2025-05-08 15:00:00,2025-05-07 12:29:45,0,17,5,17
2025-05-08 15:30:00,2025-05-07 12:29:45,0,6,7,23
2025-05-08 16:00:00,2025-05-07 12:29:45,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:29:50,0,5,4,40
2025-05-08 11:30:00,2025-05-07 12:29:50,0,24,18,64
2025-05-08 12:00:00,2025-05-07 12:29:50,0,17,15,30
2025-05-08 12:30:00,2025-05-07 12:29:50,0,0,37,50
2025-05-08 13:00:00,2025-05-07 12:29:50,0,20,18,46
2025-05-08 13:30:00,2025-05-07 12:29:50,0,50,38,58
2025-05-08 14:00:00,2025-05-07 12:29:50,0,40,14,42
2025-05-08 14:30:00,2025-05-07 12:29:50,0,40,28,56
2025-05-08 15:00:00,2025-05-07 12:29:50,0,17,5,14
2025-05-08 15:30:00,2025-05-07 12:29:50,0,6,6,23
2025-05-08 16:00:00,2025-05-07 12:29:50,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:29:55,0,5,4,40
2025-05-08 11:30:00,2025-05-07 12:29:55,0,24,15,64
2025-05-08 12:00:00,2025-05-07 12:29:55,0,17,15,30
2025-05-08 12:30:00,2025-05-07 12:29:55,0,0,37,50
2025-05-08 13:00:00,2025-05-07 12:29:55,0,20,18,46
2025-05-08 13:30:00,2025-05-07 12:29:55,0,50,38,58
2025-05-08 14:00:00,2025-05-07 12:29:55,0,40,14,42
2025-05-08 14:30:00,2025-05-07 12:29:55,0,40,28,56
2025-05-08 15:00:00,2025-05-07 12:29:55,0,17,5,14
2025-05-08 15:30:00,2025-05-07 12:29:55,0,6,3,23
2025-05-08 16:00:00,2025-05-07 12:29:55,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:30:00,0,5,4,40
2025-05-08 11:30:00,2025-05-07 12:30:00,0,23,15,64
2025-05-08 12:00:00,2025-05-07 12:30:00,0,17,15,30
2025-05-08 12:30:00,2025-05-07 12:30:00,0,0,37,50
2025-05-08 13:00:00,2025-05-07 12:30:00,0,20,18,46
2025-05-08 13:30:00,2025-05-07 12:30:00,0,50,38,58
2025-05-08 14:00:00,2025-05-07 12:30:00,0,37,14,42
2025-05-08 14:30:00,2025-05-07 12:30:00,0,40,28,56
2025-05-08 15:00:00,2025-05-07 12:30:00,0,17,5,14
2025-05-08 15:30:00,2025-05-07 12:30:00,0,6,3,22
2025-05-08 16:00:00,2025-05-07 12:30:00,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:30:05,0,5,4,39
2025-05-08 11:30:00,2025-05-07 12:30:05,0,23,15,64
2025-05-08 12:00:00,2025-05-07 12:30:05,0,14,15,30
2025-05-08 12:30:00,2025-05-07 12:30:05,0,0,37,50
2025-05-08 13:00:00,2025-05-07 12:30:05,0,20,18,46
2025-05-08 13:30:00,2025-05-07 12:30:05,0,50,38,58
2025-05-08 14:00:00,2025-05-07 12:30:05,0,37,14,42
2025-05-08 14:30:00,2025-05-07 12:30:05,0,40,28,56
2025-05-08 15:00:00,2025-05-07 12:30:05,0,17,5,14
2025-05-08 15:30:00,2025-05-07 12:30:05,0,6,3,22
2025-05-08 16:00:00,2025-05-07 12:30:05,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:30:10,0,5,4,39
2025-05-08 11:30:00,2025-05-07 12:30:10,0,23,15,64
2025-05-08 12:00:00,2025-05-07 12:30:10,0,14,15,30
2025-05-08 12:30:00,2025-05-07 12:30:10,0,0,37,50
2025-05-08 13:00:00,2025-05-07 12:30:10,0,19,18,46
2025-05-08 13:30:00,2025-05-07 12:30:10,0,50,36,58
2025-05-08 14:00:00,2025-05-07 12:30:10,0,37,14,42
2025-05-08 14:30:00,2025-05-07 12:30:10,0,40,28,56
2025-05-08 15:00:00,2025-05-07 12:30:10,0,14,5,14
2025-05-08 15:30:00,2025-05-07 12:30:10,0,3,3,22
2025-05-08 16:00:00,2025-05-07 12:30:10,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:30:15,0,5,4,39
2025-05-08 11:30:00,2025-05-07 12:30:15,0,23,15,64
2025-05-08 12:00:00,2025-05-07 12:30:15,0,14,15,30
2025-05-08 12:30:00,2025-05-07 12:30:15,0,0,37,50
2025-05-08 13:00:00,2025-05-07 12:30:15,0,13,18,46
2025-05-08 13:30:00,2025-05-07 12:30:15,0,50,36,58
2025-05-08 14:00:00,2025-05-07 12:30:15,0,37,14,42
2025-05-08 14:30:00,2025-05-07 12:30:15,0,40,28,55
2025-05-08 15:00:00,2025-05-07 12:30:15,0,14,5,14
2025-05-08 15:30:00,2025-05-07 12:30:15,0,3,3,22
2025-05-08 16:00:00,2025-05-07 12:30:15,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:30:20,0,5,4,39
2025-05-08 11:30:00,2025-05-07 12:30:20,0,23,15,64
2025-05-08 12:00:00,2025-05-07 12:30:20,0,14,15,30
2025-05-08 12:30:00,2025-05-07 12:30:20,0,0,37,50
2025-05-08 13:00:00,2025-05-07 12:30:20,0,10,18,46
2025-05-08 13:30:00,2025-05-07 12:30:20,0,50,36,58
2025-05-08 14:00:00,2025-05-07 12:30:20,0,37,14,42
2025-05-08 14:30:00,2025-05-07 12:30:20,0,40,28,55
2025-05-08 15:00:00,2025-05-07 12:30:20,0,9,5,14
2025-05-08 15:30:00,2025-05-07 12:30:20,0,3,0,22
2025-05-08 16:00:00,2025-05-07 12:30:20,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:30:25,0,5,4,39
2025-05-08 11:30:00,2025-05-07 12:30:25,0,23,15,64
2025-05-08 12:00:00,2025-05-07 12:30:25,0,14,15,30
2025-05-08 12:30:00,2025-05-07 12:30:25,0,0,36,50
2025-05-08 13:00:00,2025-05-07 12:30:25,0,10,18,46
2025-05-08 13:30:00,2025-05-07 12:30:25,0,50,36,58
2025-05-08 14:00:00,2025-05-07 12:30:25,0,35,14,42
2025-05-08 14:30:00,2025-05-07 12:30:25,0,40,28,55
2025-05-08 15:00:00,2025-05-07 12:30:25,0,6,5,14
2025-05-08 15:30:00,2025-05-07 12:30:25,0,3,0,21
2025-05-08 16:00:00,2025-05-07 12:30:25,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:30:30,0,5,4,39
2025-05-08 11:30:00,2025-05-07 12:30:30,0,23,15,64
2025-05-08 12:00:00,2025-05-07 12:30:30,0,14,15,30
2025-05-08 12:30:00,2025-05-07 12:30:30,0,0,36,50
2025-05-08 13:00:00,2025-05-07 12:30:30,0,10,18,46
2025-05-08 13:30:00,2025-05-07 12:30:30,0,48,36,58
2025-05-08 14:00:00,2025-05-07 12:30:30,0,32,14,42
2025-05-08 14:30:00,2025-05-07 12:30:30,0,40,28,55
2025-05-08 15:00:00,2025-05-07 12:30:30,0,6,5,14
2025-05-08 15:30:00,2025-05-07 12:30:30,0,3,0,21
2025-05-08 16:00:00,2025-05-07 12:30:30,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:30:35,0,5,4,38
2025-05-08 11:30:00,2025-05-07 12:30:35,0,23,12,64
2025-05-08 12:00:00,2025-05-07 12:30:35,0,14,15,30
2025-05-08 12:30:00,2025-05-07 12:30:35,0,0,36,50
2025-05-08 13:00:00,2025-05-07 12:30:35,0,10,18,46
2025-05-08 13:30:00,2025-05-07 12:30:35,0,48,36,58
2025-05-08 14:00:00,2025-05-07 12:30:35,0,32,14,42
2025-05-08 14:30:00,2025-05-07 12:30:35,0,40,28,55
2025-05-08 15:00:00,2025-05-07 12:30:35,0,6,2,14
2025-05-08 15:30:00,2025-05-07 12:30:35,0,3,0,21
2025-05-08 16:00:00,2025-05-07 12:30:35,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:30:40,0,5,4,38
2025-05-08 11:30:00,2025-05-07 12:30:40,0,23,12,64
2025-05-08 12:00:00,2025-05-07 12:30:40,0,14,15,30
2025-05-08 12:30:00,2025-05-07 12:30:40,0,0,36,50
2025-05-08 13:00:00,2025-05-07 12:30:40,0,10,18,46
2025-05-08 13:30:00,2025-05-07 12:30:40,0,48,36,58
2025-05-08 14:00:00,2025-05-07 12:30:40,0,32,14,42
2025-05-08 14:30:00,2025-05-07 12:30:40,0,40,28,55
2025-05-08 15:00:00,2025-05-07 12:30:40,0,3,2,14
2025-05-08 15:30:00,2025-05-07 12:30:40,0,1,0,16
2025-05-08 16:00:00,2025-05-07 12:30:40,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:30:45,0,5,4,38
2025-05-08 11:30:00,2025-05-07 12:30:45,0,23,12,64
2025-05-08 12:00:00,2025-05-07 12:30:45,0,14,15,30
2025-05-08 12:30:00,2025-05-07 12:30:45,0,0,36,50
2025-05-08 13:00:00,2025-05-07 12:30:45,0,10,18,46
2025-05-08 13:30:00,2025-05-07 12:30:45,0,48,36,58
2025-05-08 14:00:00,2025-05-07 12:30:45,0,32,14,42
2025-05-08 14:30:00,2025-05-07 12:30:45,0,40,28,55
2025-05-08 15:00:00,2025-05-07 12:30:45,0,3,2,14
2025-05-08 15:30:00,2025-05-07 12:30:45,0,1,0,16
2025-05-08 16:00:00,2025-05-07 12:30:45,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:30:50,0,5,4,38
2025-05-08 11:30:00,2025-05-07 12:30:50,0,23,12,64
2025-05-08 12:00:00,2025-05-07 12:30:50,0,12,15,30
2025-05-08 12:30:00,2025-05-07 12:30:50,0,0,36,50
2025-05-08 13:00:00,2025-05-07 12:30:50,0,7,18,46
2025-05-08 13:30:00,2025-05-07 12:30:50,0,48,36,58
2025-05-08 14:00:00,2025-05-07 12:30:50,0,32,14,42
2025-05-08 14:30:00,2025-05-07 12:30:50,0,40,28,55
2025-05-08 15:00:00,2025-05-07 12:30:50,0,0,2,14
2025-05-08 15:30:00,2025-05-07 12:30:50,0,1,0,16
2025-05-08 16:00:00,2025-05-07 12:30:50,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:30:55,0,5,4,38
2025-05-08 11:30:00,2025-05-07 12:30:55,0,20,12,64
2025-05-08 12:00:00,2025-05-07 12:30:55,0,6,15,30
2025-05-08 12:30:00,2025-05-07 12:30:55,0,0,36,50
2025-05-08 13:00:00,2025-05-07 12:30:55,0,7,18,46
2025-05-08 13:30:00,2025-05-07 12:30:55,0,48,36,58
2025-05-08 14:00:00,2025-05-07 12:30:55,0,32,14,42
2025-05-08 14:30:00,2025-05-07 12:30:55,0,40,28,55
2025-05-08 15:00:00,2025-05-07 12:30:55,0,0,2,14
2025-05-08 15:30:00,2025-05-07 12:30:55,0,1,0,16
2025-05-08 16:00:00,2025-05-07 12:30:55,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:31:00,0,5,4,38
2025-05-08 11:30:00,2025-05-07 12:31:00,0,20,12,64
2025-05-08 12:00:00,2025-05-07 12:31:00,0,6,15,30
2025-05-08 12:30:00,2025-05-07 12:31:00,0,0,36,50
2025-05-08 13:00:00,2025-05-07 12:31:00,0,7,18,46
2025-05-08 13:30:00,2025-05-07 12:31:00,0,48,36,58
2025-05-08 14:00:00,2025-05-07 12:31:00,0,32,14,42
2025-05-08 14:30:00,2025-05-07 12:31:00,0,38,28,55
2025-05-08 15:00:00,2025-05-07 12:31:00,0,0,2,11
2025-05-08 15:30:00,2025-05-07 12:31:00,0,1,0,16
2025-05-08 16:00:00,2025-05-07 12:31:00,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:31:05,0,5,4,38
2025-05-08 11:30:00,2025-05-07 12:31:05,0,20,12,64
2025-05-08 12:00:00,2025-05-07 12:31:05,0,0,15,30
2025-05-08 12:30:00,2025-05-07 12:31:05,0,0,36,50
2025-05-08 13:00:00,2025-05-07 12:31:05,0,7,18,46
2025-05-08 13:30:00,2025-05-07 12:31:05,0,48,36,58
2025-05-08 14:00:00,2025-05-07 12:31:05,0,32,14,42
2025-05-08 14:30:00,2025-05-07 12:31:05,0,38,28,55
2025-05-08 15:00:00,2025-05-07 12:31:05,0,0,2,11
2025-05-08 15:30:00,2025-05-07 12:31:05,0,1,0,16
2025-05-08 16:00:00,2025-05-07 12:31:05,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:31:10,0,5,4,38
2025-05-08 11:30:00,2025-05-07 12:31:10,0,18,12,64
2025-05-08 12:00:00,2025-05-07 12:31:10,0,0,15,30
2025-05-08 12:30:00,2025-05-07 12:31:10,0,0,36,50
2025-05-08 13:00:00,2025-05-07 12:31:10,0,5,18,46
2025-05-08 13:30:00,2025-05-07 12:31:10,0,45,36,58
2025-05-08 14:00:00,2025-05-07 12:31:10,0,32,14,42
2025-05-08 14:30:00,2025-05-07 12:31:10,0,38,28,55
2025-05-08 15:00:00,2025-05-07 12:31:10,0,0,2,11
2025-05-08 15:30:00,2025-05-07 12:31:10,0,1,0,16
2025-05-08 16:00:00,2025-05-07 12:31:10,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:31:15,0,5,4,38
2025-05-08 11:30:00,2025-05-07 12:31:15,0,15,12,64
2025-05-08 12:00:00,2025-05-07 12:31:15,0,0,15,30
2025-05-08 12:30:00,2025-05-07 12:31:15,0,0,36,50
2025-05-08 13:00:00,2025-05-07 12:31:15,0,5,18,46
2025-05-08 13:30:00,2025-05-07 12:31:15,0,45,36,58
2025-05-08 14:00:00,2025-05-07 12:31:15,0,32,14,42
2025-05-08 14:30:00,2025-05-07 12:31:15,0,36,28,55
2025-05-08 15:00:00,2025-05-07 12:31:15,0,0,2,11
2025-05-08 15:30:00,2025-05-07 12:31:15,0,1,0,16
2025-05-08 16:00:00,2025-05-07 12:31:15,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:31:20,0,5,4,38
2025-05-08 11:30:00,2025-05-07 12:31:20,0,15,12,64
2025-05-08 12:00:00,2025-05-07 12:31:20,0,0,15,30
2025-05-08 12:30:00,2025-05-07 12:31:20,0,0,36,50
2025-05-08 13:00:00,2025-05-07 12:31:20,0,3,18,46
2025-05-08 13:30:00,2025-05-07 12:31:20,0,43,36,58
2025-05-08 14:00:00,2025-05-07 12:31:20,0,32,14,42
2025-05-08 14:30:00,2025-05-07 12:31:20,0,36,28,55
2025-05-08 15:00:00,2025-05-07 12:31:20,0,0,0,11
2025-05-08 15:30:00,2025-05-07 12:31:20,0,1,0,16
2025-05-08 16:00:00,2025-05-07 12:31:20,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:31:25,0,5,4,38
2025-05-08 11:30:00,2025-05-07 12:31:25,0,15,12,64
2025-05-08 12:00:00,2025-05-07 12:31:25,0,0,15,30
2025-05-08 12:30:00,2025-05-07 12:31:25,0,0,36,50
2025-05-08 13:00:00,2025-05-07 12:31:25,0,3,18,46
2025-05-08 13:30:00,2025-05-07 12:31:25,0,43,36,58
2025-05-08 14:00:00,2025-05-07 12:31:25,0,32,14,42
2025-05-08 14:30:00,2025-05-07 12:31:25,0,34,28,55
2025-05-08 15:00:00,2025-05-07 12:31:25,0,0,0,11
2025-05-08 15:30:00,2025-05-07 12:31:25,0,1,0,16
2025-05-08 16:00:00,2025-05-07 12:31:25,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:31:30,0,5,2,38
2025-05-08 11:30:00,2025-05-07 12:31:30,0,15,12,64
2025-05-08 12:00:00,2025-05-07 12:31:30,0,0,15,30
2025-05-08 12:30:00,2025-05-07 12:31:30,0,0,33,50
2025-05-08 13:00:00,2025-05-07 12:31:30,0,1,18,46
2025-05-08 13:30:00,2025-05-07 12:31:30,0,43,36,58
2025-05-08 14:00:00,2025-05-07 12:31:30,0,32,14,42
2025-05-08 14:30:00,2025-05-07 12:31:30,0,34,25,55
2025-05-08 15:00:00,2025-05-07 12:31:30,0,0,0,9
2025-05-08 15:30:00,2025-05-07 12:31:30,0,1,0,16
2025-05-08 16:00:00,2025-05-07 12:31:30,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:31:35,0,5,2,38
2025-05-08 11:30:00,2025-05-07 12:31:35,0,15,9,61
2025-05-08 12:00:00,2025-05-07 12:31:35,0,0,15,30
2025-05-08 12:30:00,2025-05-07 12:31:35,0,0,33,50
2025-05-08 13:00:00,2025-05-07 12:31:35,0,1,18,46
2025-05-08 13:30:00,2025-05-07 12:31:35,0,43,36,58
2025-05-08 14:00:00,2025-05-07 12:31:35,0,32,14,42
2025-05-08 14:30:00,2025-05-07 12:31:35,0,33,25,55
2025-05-08 15:00:00,2025-05-07 12:31:35,0,0,0,9
2025-05-08 15:30:00,2025-05-07 12:31:35,0,1,0,16
2025-05-08 16:00:00,2025-05-07 12:31:35,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:31:40,0,5,2,38
2025-05-08 11:30:00,2025-05-07 12:31:40,0,15,9,61
2025-05-08 12:00:00,2025-05-07 12:31:40,0,0,15,29
2025-05-08 12:30:00,2025-05-07 12:31:40,0,0,30,50
2025-05-08 13:00:00,2025-05-07 12:31:40,0,1,18,46
2025-05-08 13:30:00,2025-05-07 12:31:40,0,41,36,58
2025-05-08 14:00:00,2025-05-07 12:31:40,0,32,14,42
2025-05-08 14:30:00,2025-05-07 12:31:40,0,30,25,55
2025-05-08 15:00:00,2025-05-07 12:31:40,0,0,0,9
2025-05-08 15:30:00,2025-05-07 12:31:40,0,1,0,16
2025-05-08 16:00:00,2025-05-07 12:31:40,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:31:45,0,5,2,38
2025-05-08 11:30:00,2025-05-07 12:31:45,0,15,9,61
2025-05-08 12:00:00,2025-05-07 12:31:45,0,0,15,28
2025-05-08 12:30:00,2025-05-07 12:31:45,0,0,30,50
2025-05-08 13:00:00,2025-05-07 12:31:45,0,1,18,46
2025-05-08 13:30:00,2025-05-07 12:31:45,0,41,36,58
2025-05-08 14:00:00,2025-05-07 12:31:45,0,27,14,42
2025-05-08 14:30:00,2025-05-07 12:31:45,0,25,25,55
2025-05-08 15:00:00,2025-05-07 12:31:45,0,0,0,9
2025-05-08 15:30:00,2025-05-07 12:31:45,0,1,0,16
2025-05-08 16:00:00,2025-05-07 12:31:45,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:31:50,0,5,2,38
2025-05-08 11:30:00,2025-05-07 12:31:50,0,15,9,61
2025-05-08 12:00:00,2025-05-07 12:31:50,0,0,15,28
2025-05-08 12:30:00,2025-05-07 12:31:50,0,0,30,50
2025-05-08 13:00:00,2025-05-07 12:31:50,0,1,18,46
2025-05-08 13:30:00,2025-05-07 12:31:50,0,38,36,58
2025-05-08 14:00:00,2025-05-07 12:31:50,0,26,14,42
2025-05-08 14:30:00,2025-05-07 12:31:50,0,25,25,55
2025-05-08 15:00:00,2025-05-07 12:31:50,0,0,0,9
2025-05-08 15:30:00,2025-05-07 12:31:50,0,0,0,16
2025-05-08 16:00:00,2025-05-07 12:31:50,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:31:55,0,5,2,37
2025-05-08 11:30:00,2025-05-07 12:31:55,0,15,9,61
2025-05-08 12:00:00,2025-05-07 12:31:55,0,0,15,28
2025-05-08 12:30:00,2025-05-07 12:31:55,0,0,30,50
2025-05-08 13:00:00,2025-05-07 12:31:55,0,1,18,46
2025-05-08 13:30:00,2025-05-07 12:31:55,0,38,36,58
2025-05-08 14:00:00,2025-05-07 12:31:55,0,26,14,42
2025-05-08 14:30:00,2025-05-07 12:31:55,0,24,25,55
2025-05-08 15:00:00,2025-05-07 12:31:55,0,0,0,8
2025-05-08 15:30:00,2025-05-07 12:31:55,0,0,0,16
2025-05-08 16:00:00,2025-05-07 12:31:55,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:32:00,0,5,2,35
2025-05-08 11:30:00,2025-05-07 12:32:00,0,15,9,61
2025-05-08 12:00:00,2025-05-07 12:32:00,0,0,15,28
2025-05-08 12:30:00,2025-05-07 12:32:00,0,0,30,50
2025-05-08 13:00:00,2025-05-07 12:32:00,0,1,18,46
2025-05-08 13:30:00,2025-05-07 12:32:00,0,38,36,58
2025-05-08 14:00:00,2025-05-07 12:32:00,0,26,14,42
2025-05-08 14:30:00,2025-05-07 12:32:00,0,23,25,55
2025-05-08 15:00:00,2025-05-07 12:32:00,0,0,0,8
2025-05-08 15:30:00,2025-05-07 12:32:00,0,0,0,13
2025-05-08 16:00:00,2025-05-07 12:32:00,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:32:05,0,5,2,35
2025-05-08 11:30:00,2025-05-07 12:32:05,0,15,6,61
2025-05-08 12:00:00,2025-05-07 12:32:05,0,0,15,28
2025-05-08 12:30:00,2025-05-07 12:32:05,0,0,27,50
2025-05-08 13:00:00,2025-05-07 12:32:05,0,1,18,46
2025-05-08 13:30:00,2025-05-07 12:32:05,0,38,36,58
2025-05-08 14:00:00,2025-05-07 12:32:05,0,26,14,42
2025-05-08 14:30:00,2025-05-07 12:32:05,0,22,25,55
2025-05-08 15:00:00,2025-05-07 12:32:05,0,0,0,6
2025-05-08 15:30:00,2025-05-07 12:32:05,0,0,0,12
2025-05-08 16:00:00,2025-05-07 12:32:05,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:32:10,0,2,2,35
2025-05-08 11:30:00,2025-05-07 12:32:10,0,15,6,61
2025-05-08 12:00:00,2025-05-07 12:32:10,0,0,15,28
2025-05-08 12:30:00,2025-05-07 12:32:10,0,0,27,50
2025-05-08 13:00:00,2025-05-07 12:32:10,0,1,18,46
2025-05-08 13:30:00,2025-05-07 12:32:10,0,38,36,58
2025-05-08 14:00:00,2025-05-07 12:32:10,0,26,14,42
2025-05-08 14:30:00,2025-05-07 12:32:10,0,22,24,55
2025-05-08 15:00:00,2025-05-07 12:32:10,0,0,0,6
2025-05-08 15:30:00,2025-05-07 12:32:10,0,0,0,12
2025-05-08 16:00:00,2025-05-07 12:32:10,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:32:15,0,2,2,35
2025-05-08 11:30:00,2025-05-07 12:32:15,0,15,6,61
2025-05-08 12:00:00,2025-05-07 12:32:15,0,0,15,28
2025-05-08 12:30:00,2025-05-07 12:32:15,0,0,27,50
2025-05-08 13:00:00,2025-05-07 12:32:15,0,1,18,43
2025-05-08 13:30:00,2025-05-07 12:32:15,0,38,36,58
2025-05-08 14:00:00,2025-05-07 12:32:15,0,26,14,42
2025-05-08 14:30:00,2025-05-07 12:32:15,0,20,24,55
2025-05-08 15:00:00,2025-05-07 12:32:15,0,0,0,4
2025-05-08 15:30:00,2025-05-07 12:32:15,0,0,0,12
2025-05-08 16:00:00,2025-05-07 12:32:15,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:32:20,0,0,2,35
2025-05-08 11:30:00,2025-05-07 12:32:20,0,12,6,61
2025-05-08 12:00:00,2025-05-07 12:32:20,0,0,15,28
2025-05-08 12:30:00,2025-05-07 12:32:20,0,0,27,50
2025-05-08 13:00:00,2025-05-07 12:32:20,0,1,18,43
2025-05-08 13:30:00,2025-05-07 12:32:20,0,38,36,58
2025-05-08 14:00:00,2025-05-07 12:32:20,0,24,14,40
2025-05-08 14:30:00,2025-05-07 12:32:20,0,20,21,55
2025-05-08 15:00:00,2025-05-07 12:32:20,0,0,0,4
2025-05-08 15:30:00,2025-05-07 12:32:20,0,0,0,12
2025-05-08 16:00:00,2025-05-07 12:32:20,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:32:25,0,0,2,35
2025-05-08 11:30:00,2025-05-07 12:32:25,0,9,6,61
2025-05-08 12:00:00,2025-05-07 12:32:25,0,0,13,28
2025-05-08 12:30:00,2025-05-07 12:32:25,0,0,27,50
2025-05-08 13:00:00,2025-05-07 12:32:25,0,1,18,43
2025-05-08 13:30:00,2025-05-07 12:32:25,0,38,36,58
2025-05-08 14:00:00,2025-05-07 12:32:25,0,24,14,40
2025-05-08 14:30:00,2025-05-07 12:32:25,0,18,21,55
2025-05-08 15:00:00,2025-05-07 12:32:25,0,0,0,4
2025-05-08 15:30:00,2025-05-07 12:32:25,0,0,0,12
2025-05-08 16:00:00,2025-05-07 12:32:25,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:32:30,0,0,2,35
2025-05-08 11:30:00,2025-05-07 12:32:30,0,9,6,61
2025-05-08 12:00:00,2025-05-07 12:32:30,0,0,13,28
2025-05-08 12:30:00,2025-05-07 12:32:30,0,0,27,50
2025-05-08 13:00:00,2025-05-07 12:32:30,0,1,18,43
2025-05-08 13:30:00,2025-05-07 12:32:30,0,36,36,58
2025-05-08 14:00:00,2025-05-07 12:32:30,0,24,14,40
2025-05-08 14:30:00,2025-05-07 12:32:30,0,18,18,55
2025-05-08 15:00:00,2025-05-07 12:32:30,0,0,0,4
2025-05-08 15:30:00,2025-05-07 12:32:30,0,0,0,9
2025-05-08 16:00:00,2025-05-07 12:32:30,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:32:35,0,0,2,35
2025-05-08 11:30:00,2025-05-07 12:32:35,0,9,6,61
2025-05-08 12:00:00,2025-05-07 12:32:35,0,0,13,28
2025-05-08 12:30:00,2025-05-07 12:32:35,0,0,27,50
2025-05-08 13:00:00,2025-05-07 12:32:35,0,1,18,43
2025-05-08 13:30:00,2025-05-07 12:32:35,0,36,36,58
2025-05-08 14:00:00,2025-05-07 12:32:35,0,24,14,40
2025-05-08 14:30:00,2025-05-07 12:32:35,0,18,18,55
2025-05-08 15:00:00,2025-05-07 12:32:35,0,0,0,4
2025-05-08 15:30:00,2025-05-07 12:32:35,0,0,0,9
2025-05-08 16:00:00,2025-05-07 12:32:35,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:32:40,0,0,2,35
2025-05-08 11:30:00,2025-05-07 12:32:40,0,6,6,61
2025-05-08 12:00:00,2025-05-07 12:32:40,0,0,13,28
2025-05-08 12:30:00,2025-05-07 12:32:40,0,0,27,50
2025-05-08 13:00:00,2025-05-07 12:32:40,0,1,18,43
2025-05-08 13:30:00,2025-05-07 12:32:40,0,33,36,58
2025-05-08 14:00:00,2025-05-07 12:32:40,0,24,14,40
2025-05-08 14:30:00,2025-05-07 12:32:40,0,15,18,54
2025-05-08 15:00:00,2025-05-07 12:32:40,0,0,0,4
2025-05-08 15:30:00,2025-05-07 12:32:40,0,0,0,7
2025-05-08 16:00:00,2025-05-07 12:32:40,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:32:45,0,0,2,35
2025-05-08 11:30:00,2025-05-07 12:32:45,0,5,3,61
2025-05-08 12:00:00,2025-05-07 12:32:45,0,0,13,28
2025-05-08 12:30:00,2025-05-07 12:32:45,0,0,27,50
2025-05-08 13:00:00,2025-05-07 12:32:45,0,1,18,43
2025-05-08 13:30:00,2025-05-07 12:32:45,0,30,36,58
2025-05-08 14:00:00,2025-05-07 12:32:45,0,24,14,40
2025-05-08 14:30:00,2025-05-07 12:32:45,0,12,18,54
2025-05-08 15:00:00,2025-05-07 12:32:45,0,0,0,4
2025-05-08 15:30:00,2025-05-07 12:32:45,0,0,0,7
2025-05-08 16:00:00,2025-05-07 12:32:45,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:32:50,0,0,2,35
2025-05-08 11:30:00,2025-05-07 12:32:50,0,3,3,61
2025-05-08 12:00:00,2025-05-07 12:32:50,0,0,13,28
2025-05-08 12:30:00,2025-05-07 12:32:50,0,0,27,50
2025-05-08 13:00:00,2025-05-07 12:32:50,0,1,18,43
2025-05-08 13:30:00,2025-05-07 12:32:50,0,30,36,58
2025-05-08 14:00:00,2025-05-07 12:32:50,0,24,14,39
